ID,District,Province,given_label,suggested_label,pred_confidence,uncertainty,is_issue
4-421-10-2-01092023-1-1836,Mianwali,Punjab,Cotton,Sorghum,0.9968,0.0241,True
4-421-10-2-01092023-1-1920,Mianwali,Punjab,Sugarcane,Rice,0.9996,0.0043,True
4-421-10-2-01092023-1-2049,Mianwali,Punjab,Jantar,Sorghum,0.9961,0.0302,True
4-421-10-2-01092023-1-2056,Mianwali,Punjab,Sesame (Til),Cotton,0.9994,0.0064,True
4-421-10-2-01092023-1-2057,Mianwali,Punjab,Jantar,Sorghum,0.9931,0.0482,True
4-421-10-2-01092023-1-2065,Mianwali,Punjab,Cotton,Maize,0.9996,0.0042,True
4-421-10-2-01092023-1-2101,Mianwali,Punjab,Sorghum,Cotton,0.9997,0.0029,True
4-421-10-2-01092023-1-2108,Mianwali,Punjab,Sesame (Til),Cotton,0.9996,0.0043,True
4-421-10-2-01092023-1-2116,Mianwali,Punjab,Cotton,Sesame (Til),0.9989,0.0089,True
4-421-10-2-02092023-1-2213,Mianwali,Punjab,Sugarcane,Maize,0.9986,0.0121,True
4-421-10-2-02092023-1-2343,Mianwali,Punjab,Cotton,Sugarcane,0.9995,0.0049,True
4-421-10-2-02092023-1-2356,Mianwali,Punjab,Sugarcane,Cotton,0.9998,0.0025,True
4-421-10-2-02092023-1-2358,Mianwali,Punjab,Sesame (Til),Cotton,0.9998,0.0019,True
4-421-10-2-02092023-1-2384,Mianwali,Punjab,Cotton,Sugarcane,0.9984,0.0141,True
4-421-10-2-02092023-1-2424,Mianwali,Punjab,Sorghum,Sesame (Til),0.9994,0.0053,True
4-421-10-2-03092023-1-2527,Mianwali,Punjab,Cotton,Sorghum,0.9967,0.0237,True
4-421-11-2-01092023-1-1969,Mianwali,Punjab,Cotton,Sesame (Til),0.993,0.0443,True
4-421-11-2-01092023-1-2073,Mianwali,Punjab,Jantar,Sorghum,0.9988,0.0113,True
4-421-11-2-02092023-1-2154,Mianwali,Punjab,Sugarcane,Cotton,0.9948,0.0376,True
4-421-11-2-02092023-1-2302,Mianwali,Punjab,Sugarcane,Sesame (Til),0.9965,0.0267,True
4-421-11-2-02092023-1-2308,Mianwali,Punjab,Rice,Sorghum,0.9946,0.0374,True
4-421-16-2-02092023-1-1236,Mianwali,Punjab,Rice,Sorghum,0.9982,0.0148,True
4-421-16-2-02092023-1-1296,Mianwali,Punjab,Cotton,Sorghum,0.9966,0.0261,True
4-421-16-2-03092023-1-1384,Mianwali,Punjab,Sugarcane,Sorghum,0.9951,0.0333,True
4-421-16-2-03092023-1-1454,Mianwali,Punjab,Sugarcane,Cotton,0.9989,0.01,True
4-422-13-2-28082023-1-1435,Multan,Punjab,Maize,Sorghum,0.9922,0.0561,True
4-422-13-2-28082023-1-1444,Multan,Punjab,Rice,Maize,0.9981,0.015,True
4-422-13-2-28082023-1-1448,Multan,Punjab,Maize,Cotton,0.9977,0.0199,True
4-422-13-2-28082023-1-1516,Multan,Punjab,Maize,Rice,0.9998,0.0025,True
4-422-13-2-28082023-1-1555,Multan,Punjab,Maize,Rice,0.999,0.009,True
4-422-13-2-28082023-1-1561,Multan,Punjab,Sorghum,Rice,0.999,0.0093,True
4-422-13-2-28082023-1-1610,Multan,Punjab,Maize,Sorghum,0.9986,0.0123,True
4-422-13-2-29082023-1-1708,Multan,Punjab,Maize,Rice,0.9988,0.0111,True
4-422-13-2-29082023-1-1763,Multan,Punjab,Rice,Cotton,0.9966,0.0276,True
4-422-13-2-30082023-1-1933,Multan,Punjab,Rice,Maize,0.9978,0.0185,True
4-422-14-2-28082023-1-1103,Multan,Punjab,Cotton,Sorghum,0.9945,0.0416,True
4-422-14-2-28082023-1-1123,Multan,Punjab,Rice,Cotton,0.9989,0.0098,True
4-422-14-2-28082023-1-1152,Multan,Punjab,Maize,Sorghum,0.9911,0.0545,True
4-422-14-2-28082023-1-1253,Multan,Punjab,Maize,Sorghum,0.9985,0.0129,True
4-422-14-2-28082023-1-1281,Multan,Punjab,Sorghum,Maize,0.9965,0.026,True
4-422-14-2-29082023-1-1312,Multan,Punjab,Sorghum,Sugarcane,0.9928,0.053,True
4-422-14-2-29082023-1-1320,Multan,Punjab,Rice,Maize,0.9986,0.0123,True
4-422-14-2-29082023-1-1333,Multan,Punjab,Maize,Rice,0.9995,0.005,True
4-422-14-2-29082023-1-1349,Multan,Punjab,Cotton,Maize,0.9948,0.0379,True
4-422-14-2-29082023-1-1487,Multan,Punjab,Maize,Cotton,0.9991,0.0089,True
4-422-14-2-29082023-1-1503,Multan,Punjab,Rice,Cotton,0.9992,0.008,True
4-422-14-2-29082023-1-1504,Multan,Punjab,Maize,Cotton,0.9933,0.0476,True
4-423-13-2-03092023-1-2687,Muzaffargarh,Punjab,Rice,Maize,0.9988,0.011,True
4-423-13-2-04092023-1-2885,Muzaffargarh,Punjab,Rice,Maize,0.999,0.0089,True
4-423-13-2-04092023-1-2901,Muzaffargarh,Punjab,Rice,Maize,0.9949,0.0349,True
4-423-13-2-04092023-1-2946,Muzaffargarh,Punjab,Cotton,Sugarcane,0.9994,0.0064,True
4-423-13-2-04092023-1-3035,Muzaffargarh,Punjab,Rice,Sugarcane,0.9994,0.006,True
4-423-13-2-05092023-1-3090,Muzaffargarh,Punjab,Sorghum,Sesame (Til),0.9993,0.0065,True
4-423-13-2-06092023-1-3266,Muzaffargarh,Punjab,Rice,Maize,0.9968,0.024,True
4-423-14-2-03092023-1-2419,Muzaffargarh,Punjab,Maize,Sorghum,0.9985,0.0131,True
4-423-14-2-03092023-1-2457,Muzaffargarh,Punjab,Rice,Maize,0.9982,0.0149,True
4-423-14-2-03092023-1-2476,Muzaffargarh,Punjab,Rice,Jantar,0.9924,0.0551,True
4-423-14-2-03092023-1-2483,Muzaffargarh,Punjab,Rice,Cotton,0.9983,0.0155,True
4-423-14-2-03092023-1-2485,Muzaffargarh,Punjab,Rice,Cotton,0.999,0.0091,True
4-423-14-2-03092023-1-2503,Muzaffargarh,Punjab,Cotton,Sugarcane,0.9975,0.0212,True
4-423-14-2-04092023-1-2697,Muzaffargarh,Punjab,Rice,Maize,0.9963,0.0273,True
4-423-14-2-04092023-1-2758,Muzaffargarh,Punjab,Rice,Sugarcane,0.9988,0.0108,True
4-423-14-2-04092023-1-2834,Muzaffargarh,Punjab,Sugarcane,Rice,0.9995,0.0047,True
4-423-14-2-05092023-1-2957,Muzaffargarh,Punjab,Sugarcane,Rice,0.9995,0.0053,True
4-423-14-2-05092023-1-2998,Muzaffargarh,Punjab,Sugarcane,Sorghum,0.9941,0.0443,True
4-423-14-2-05092023-1-3009,Muzaffargarh,Punjab,Cotton,Sesame (Til),0.9951,0.0372,True
4-423-14-2-05092023-1-3020,Muzaffargarh,Punjab,Rice,Sugarcane,0.9995,0.0052,True
4-424-3-2-27082023-1-1629,Nankana Sahib,Punjab,Jantar,Cotton,0.9971,0.0237,True
4-424-8-2-26082023-1-1288,Nankana Sahib,Punjab,Sorghum,Rice,0.9991,0.0088,True
4-424-8-2-26082023-1-1345,Nankana Sahib,Punjab,Sorghum,Rice,0.9997,0.0031,True
4-424-8-2-26082023-1-1399,Nankana Sahib,Punjab,Sugarcane,Rice,0.9999,0.0016,True
4-424-8-2-26082023-1-1404,Nankana Sahib,Punjab,Maize,Rice,0.9997,0.0035,True
4-424-8-2-26082023-1-1416,Nankana Sahib,Punjab,Sorghum,Rice,0.9992,0.0079,True
4-424-8-2-27082023-1-1519,Nankana Sahib,Punjab,Sorghum,Rice,0.9964,0.029,True
4-424-8-2-27082023-1-1522,Nankana Sahib,Punjab,Sugarcane,Rice,0.9997,0.0029,True
4-424-8-2-27082023-1-1588,Nankana Sahib,Punjab,Sugarcane,Rice,0.9986,0.0122,True
4-424-8-2-27082023-1-1595,Nankana Sahib,Punjab,Sugarcane,Rice,0.9979,0.0173,True
4-424-8-2-27082023-1-1605,Nankana Sahib,Punjab,Sugarcane,Rice,0.9997,0.0032,True
4-424-8-2-28082023-1-1770,Nankana Sahib,Punjab,Sugarcane,Rice,0.9995,0.0048,True
4-426-7-2-26082023-1-1039,Pakpattan,Punjab,Cotton,Rice,0.9999,0.0015,True
4-426-7-2-26082023-1-1045,Pakpattan,Punjab,Rice,Cotton,0.9992,0.0074,True
4-426-7-2-26082023-1-1051,Pakpattan,Punjab,Maize,Rice,0.9997,0.003,True
4-426-7-2-26082023-1-1156,Pakpattan,Punjab,Sesame (Til),Rice,0.999,0.0095,True
4-426-7-2-27082023-1-1374,Pakpattan,Punjab,Rice,Maize,0.9947,0.0349,True
4-426-7-2-27082023-1-1380,Pakpattan,Punjab,Rice,Sorghum,0.9943,0.0397,True
4-426-7-2-27082023-1-1385,Pakpattan,Punjab,Rice,Sorghum,0.9999,0.0009,True
4-426-7-2-27082023-1-1439,Pakpattan,Punjab,Cotton,Maize,0.9993,0.0061,True
4-426-7-2-28082023-1-1562,Pakpattan,Punjab,Sugarcane,Rice,0.9987,0.0107,True
4-427-5-2-26082023-1-932,Pakpattan,Punjab,Rice,Maize,0.9999,0.0009,True
4-427-5-2-26082023-1-945,Pakpattan,Punjab,Cotton,Sorghum,0.9993,0.0067,True
4-427-5-2-26082023-1-968,Pakpattan,Punjab,Rice,Maize,0.9927,0.0503,True
4-427-5-2-27082023-1-1065,Pakpattan,Punjab,Sugarcane,Rice,0.9998,0.0019,True
4-427-5-2-27082023-1-1070,Pakpattan,Punjab,Rice,Sugarcane,0.9997,0.0029,True
4-427-5-2-27082023-1-1088,Pakpattan,Punjab,Rice,Maize,0.9998,0.0022,True
4-427-5-2-27082023-1-1109,Pakpattan,Punjab,Rice,Maize,0.9992,0.0072,True
4-427-5-2-27082023-1-1159,Pakpattan,Punjab,Maize,Sorghum,0.9997,0.0031,True
4-427-5-2-27082023-1-1195,Pakpattan,Punjab,Rice,Maize,1.0,0.0003,True
4-427-5-2-27082023-1-1216,Pakpattan,Punjab,Sugarcane,Sesame (Til),0.9998,0.0021,True
4-427-5-2-27082023-1-1217,Pakpattan,Punjab,Maize,Rice,0.9998,0.0022,True
4-427-5-2-27082023-1-1262,Pakpattan,Punjab,Maize,Rice,0.9998,0.0018,True
4-427-5-2-28082023-1-1320,Pakpattan,Punjab,Maize,Rice,0.9999,0.0014,True
4-427-5-2-28082023-1-1348,Pakpattan,Punjab,Rice,Sorghum,0.9957,0.0312,True
4-427-5-2-28082023-1-1386,Pakpattan,Punjab,Maize,Rice,0.9998,0.0025,True
4-427-5-2-28082023-1-1409,Pakpattan,Punjab,Maize,Rice,0.9998,0.0019,True
4-427-5-2-28082023-1-1439,Pakpattan,Punjab,Rice,Sorghum,0.9999,0.0016,True
4-427-5-2-28082023-1-1440,Pakpattan,Punjab,Rice,Maize,1.0,0.0006,True
4-427-5-2-28082023-1-1455,Pakpattan,Punjab,Rice,Cotton,0.9971,0.0237,True
4-429-13-2-10092023-1-3863,Rajanpur,Punjab,Maize,Sorghum,0.9997,0.0026,True
4-429-13-2-11092023-1-4045,Rajanpur,Punjab,Rice,Sugarcane,0.9956,0.0329,True
4-429-13-2-11092023-1-4122,Rajanpur,Punjab,Cotton,Jantar,1.0,0.0002,True
4-429-14-2-10092023-1-3753,Rajanpur,Punjab,Rice,Sorghum,0.9999,0.0006,True
4-429-14-2-10092023-1-3807,Rajanpur,Punjab,Cotton,Rice,0.9998,0.0024,True
4-429-14-2-10092023-1-3891,Rajanpur,Punjab,Cotton,Sugarcane,0.9992,0.0076,True
4-429-14-2-10092023-1-3909,Rajanpur,Punjab,Cotton,Rice,0.9999,0.0016,True
4-429-14-2-11092023-1-3932,Rajanpur,Punjab,Maize,Sorghum,0.9993,0.0065,True
4-429-14-2-11092023-1-3951,Rajanpur,Punjab,Cotton,Sugarcane,0.9992,0.0076,True
4-429-14-2-11092023-1-3981,Rajanpur,Punjab,Cotton,Sugarcane,0.9991,0.0081,True
4-429-14-2-11092023-1-4095,Rajanpur,Punjab,Rice,Cotton,0.9987,0.0114,True
4-429-14-2-11092023-1-4156,Rajanpur,Punjab,Cotton,Rice,0.9998,0.0021,True
4-431-5-2-29082023-1-1545,Sahiwal,Punjab,Cotton,Maize,0.9995,0.0045,True
4-431-5-2-29082023-1-1554,Sahiwal,Punjab,Maize,Sugarcane,0.9992,0.0073,True
4-431-5-2-29082023-1-1559,Sahiwal,Punjab,Cotton,Maize,0.9998,0.0019,True
4-431-5-2-29082023-1-1583,Sahiwal,Punjab,Rice,Maize,0.9975,0.0204,True
4-431-5-2-29082023-1-1652,Sahiwal,Punjab,Rice,Maize,0.9999,0.0012,True
4-431-5-2-29082023-1-1686,Sahiwal,Punjab,Rice,Sorghum,0.9977,0.0189,True
4-431-5-2-29082023-1-1712,Sahiwal,Punjab,Maize,Rice,0.9998,0.0024,True
4-431-5-2-29082023-1-1723,Sahiwal,Punjab,Rice,Sorghum,0.9995,0.0051,True
4-431-5-2-29082023-1-1729,Sahiwal,Punjab,Cotton,Rice,0.9997,0.0027,True
4-431-5-2-29082023-1-1749,Sahiwal,Punjab,Cotton,Sorghum,0.9933,0.0447,True
4-431-5-2-29082023-1-1751,Sahiwal,Punjab,Cotton,Sugarcane,0.9972,0.0228,True
4-431-5-2-30082023-1-1808,Sahiwal,Punjab,Sugarcane,Maize,0.9998,0.0018,True
4-431-5-2-30082023-1-1871,Sahiwal,Punjab,Maize,Cotton,0.9993,0.0064,True
4-431-5-2-30082023-1-1882,Sahiwal,Punjab,Cotton,Rice,0.9998,0.0018,True
4-431-5-2-30082023-1-1884,Sahiwal,Punjab,Maize,Rice,0.9997,0.0028,True
4-431-5-2-31082023-1-1908,Sahiwal,Punjab,Rice,Cotton,0.9991,0.0087,True
4-431-5-2-31082023-1-1933,Sahiwal,Punjab,Rice,Maize,0.9999,0.0008,True
4-431-5-2-31082023-1-1935,Sahiwal,Punjab,Rice,Cotton,0.9994,0.0061,True
4-431-5-2-31082023-1-1969,Sahiwal,Punjab,Rice,Cotton,0.9992,0.0078,True
4-431-5-2-31082023-1-1986,Sahiwal,Punjab,Cotton,Rice,0.9994,0.0057,True
4-431-7-2-29082023-1-1985,Sahiwal,Punjab,Maize,Sorghum,0.9945,0.0367,True
4-431-7-2-29082023-1-1993,Sahiwal,Punjab,Rice,Maize,0.9997,0.003,True
4-431-7-2-29082023-1-2029,Sahiwal,Punjab,Cotton,Sugarcane,0.997,0.0248,True
4-431-7-2-30082023-1-2047,Sahiwal,Punjab,Rice,Maize,0.9998,0.0026,True
4-431-7-2-31082023-1-2340,Sahiwal,Punjab,Sorghum,Maize,0.9945,0.041,True
4-431-7-2-31082023-1-2341,Sahiwal,Punjab,Maize,Sorghum,0.9999,0.0008,True
4-431-7-2-31082023-1-2342,Sahiwal,Punjab,Rice,Maize,0.9999,0.001,True
4-431-7-2-31082023-1-2344,Sahiwal,Punjab,Maize,Rice,0.9996,0.0043,True
4-433-3-2-29082023-1-2074,Sheikhupura,Punjab,Maize,Sorghum,0.9946,0.0339,True
4-433-3-2-30082023-1-2293,Sheikhupura,Punjab,Sorghum,Rice,0.9996,0.0041,True
4-433-3-2-30082023-1-2328,Sheikhupura,Punjab,Sorghum,Rice,0.9997,0.0028,True
4-433-8-2-28082023-1-1784,Sheikhupura,Punjab,Rice,Sugarcane,0.999,0.0094,True
4-433-8-2-28082023-1-1791,Sheikhupura,Punjab,Sugarcane,Cotton,0.9989,0.0098,True
4-433-8-2-28082023-1-1813,Sheikhupura,Punjab,Maize,Rice,0.9978,0.018,True
4-433-8-2-28082023-1-1814,Sheikhupura,Punjab,Maize,Rice,0.9998,0.0018,True
4-433-8-2-28082023-1-1858,Sheikhupura,Punjab,Sorghum,Rice,0.9999,0.0015,True
4-433-8-2-28082023-1-1878,Sheikhupura,Punjab,Maize,Rice,0.9999,0.0014,True
4-433-8-2-29082023-1-1911,Sheikhupura,Punjab,Sorghum,Rice,0.9998,0.002,True
4-433-8-2-29082023-1-1996,Sheikhupura,Punjab,Sugarcane,Rice,0.9995,0.0049,True
4-433-8-2-29082023-1-2088,Sheikhupura,Punjab,Jantar,Rice,0.9993,0.0064,True
4-433-8-2-29082023-1-2108,Sheikhupura,Punjab,Sorghum,Rice,0.9944,0.0367,True
4-433-8-2-29082023-1-2121,Sheikhupura,Punjab,Sorghum,Rice,0.9981,0.0156,True
4-433-8-2-30082023-1-2173,Sheikhupura,Punjab,Sorghum,Rice,0.9999,0.0016,True
4-433-8-2-30082023-1-2254,Sheikhupura,Punjab,Sugarcane,Rice,0.9998,0.0022,True
4-434-3-2-08092023-1-4079,Sialkot,Punjab,Sorghum,Rice,0.9995,0.005,True
4-434-3-2-08092023-1-4115,Sialkot,Punjab,Sorghum,Maize,0.9947,0.0356,True
4-434-8-2-07092023-1-3622,Sialkot,Punjab,Sorghum,Maize,0.9954,0.0347,True
4-434-8-2-08092023-1-3890,Sialkot,Punjab,Sugarcane,Rice,0.9997,0.0029,True
4-434-8-2-09092023-1-4089,Sialkot,Punjab,Rice,Sugarcane,0.9994,0.0062,True
4-435-5-2-01092023-1-1998,Toba Tek Singh,Punjab,Maize,Sugarcane,0.9993,0.0065,True
4-435-5-2-01092023-1-2048,Toba Tek Singh,Punjab,Sugarcane,Maize,0.9981,0.0151,True
4-435-5-2-01092023-1-2052,Toba Tek Singh,Punjab,Maize,Rice,0.9998,0.0027,True
4-435-5-2-01092023-1-2055,Toba Tek Singh,Punjab,Maize,Sugarcane,0.9969,0.0256,True
4-435-5-2-01092023-1-2062,Toba Tek Singh,Punjab,Sugarcane,Maize,0.992,0.0563,True
4-435-5-2-01092023-1-2088,Toba Tek Singh,Punjab,Sugarcane,Maize,0.9995,0.0052,True
4-435-5-2-01092023-1-2090,Toba Tek Singh,Punjab,Sugarcane,Cotton,0.9988,0.0115,True
4-435-5-2-01092023-1-2092,Toba Tek Singh,Punjab,Maize,Cotton,0.9987,0.012,True
4-435-5-2-01092023-1-2102,Toba Tek Singh,Punjab,Maize,Sugarcane,0.9993,0.0065,True
4-435-5-2-01092023-1-2110,Toba Tek Singh,Punjab,Maize,Sugarcane,0.9996,0.0043,True
4-435-5-2-02092023-1-2114,Toba Tek Singh,Punjab,Maize,Cotton,0.9987,0.012,True
4-435-5-2-02092023-1-2123,Toba Tek Singh,Punjab,Cotton,Sugarcane,0.9994,0.0063,True
4-435-5-2-02092023-1-2181,Toba Tek Singh,Punjab,Rice,Sugarcane,0.9995,0.0051,True
4-435-5-2-02092023-1-2193,Toba Tek Singh,Punjab,Sugarcane,Rice,0.9994,0.0058,True
4-435-5-2-02092023-1-2213,Toba Tek Singh,Punjab,Cotton,Rice,0.9996,0.0042,True
4-435-5-2-02092023-1-2222,Toba Tek Singh,Punjab,Sugarcane,Rice,0.999,0.0098,True
4-435-5-2-02092023-1-2273,Toba Tek Singh,Punjab,Rice,Sugarcane,0.9989,0.0099,True
4-435-5-2-02092023-1-2274,Toba Tek Singh,Punjab,Rice,Sugarcane,0.9992,0.0074,True
4-435-5-2-02092023-1-2275,Toba Tek Singh,Punjab,Maize,Rice,0.9985,0.013,True
4-435-5-2-02092023-1-2282,Toba Tek Singh,Punjab,Sugarcane,Rice,0.9996,0.0038,True
4-435-5-2-02092023-1-2284,Toba Tek Singh,Punjab,Rice,Sugarcane,0.9992,0.0076,True
4-435-5-2-02092023-1-2312,Toba Tek Singh,Punjab,Sugarcane,Rice,0.9997,0.0028,True
4-435-5-2-02092023-1-2319,Toba Tek Singh,Punjab,Rice,Sugarcane,0.999,0.0096,True
4-435-5-2-02092023-1-2361,Toba Tek Singh,Punjab,Sugarcane,Rice,0.9994,0.0056,True
4-435-5-2-02092023-1-2362,Toba Tek Singh,Punjab,Sugarcane,Rice,0.9995,0.0053,True
4-435-5-2-03092023-1-2422,Toba Tek Singh,Punjab,Maize,Sugarcane,0.9982,0.0157,True
4-435-5-2-03092023-1-2445,Toba Tek Singh,Punjab,Maize,Rice,0.9995,0.0047,True
4-435-5-2-03092023-1-2456,Toba Tek Singh,Punjab,Rice,Sorghum,0.9986,0.0127,True
4-435-5-2-03092023-1-2559,Toba Tek Singh,Punjab,Cotton,Sorghum,0.9971,0.0228,True
4-435-5-2-03092023-1-2598,Toba Tek Singh,Punjab,Maize,Sugarcane,0.9993,0.0065,True
4-435-7-2-01092023-1-2366,Toba Tek Singh,Punjab,Sugarcane,Maize,0.9991,0.0076,True
4-435-7-2-01092023-1-2424,Toba Tek Singh,Punjab,Maize,Sugarcane,0.9997,0.0036,True
4-435-7-2-02092023-1-2716,Toba Tek Singh,Punjab,Sugarcane,Rice,0.999,0.0092,True
4-435-7-2-03092023-1-2762,Toba Tek Singh,Punjab,Rice,Maize,0.9982,0.0159,True
4-435-7-2-03092023-1-2818,Toba Tek Singh,Punjab,Maize,Cotton,0.9987,0.0118,True
4-435-7-2-03092023-1-2846,Toba Tek Singh,Punjab,Maize,Rice,0.9986,0.0126,True
4-435-7-2-03092023-1-2880,Toba Tek Singh,Punjab,Rice,Maize,0.9995,0.0048,True
4-436-3-2-20082023-1-199,Vehari,Punjab,Maize,Rice,0.9994,0.0055,True
4-436-3-2-20082023-1-33,Vehari,Punjab,Cotton,Maize,0.9997,0.0031,True
4-436-3-2-21082023-1-333,Vehari,Punjab,Sorghum,Maize,0.9998,0.0021,True
4-436-3-2-21082023-1-356,Vehari,Punjab,Sugarcane,Cotton,0.9929,0.0477,True
4-436-3-2-21082023-1-400,Vehari,Punjab,Sugarcane,Rice,0.9919,0.051,True
4-436-3-2-21082023-1-435,Vehari,Punjab,Sorghum,Rice,0.9999,0.001,True
4-436-8-2-20082023-1-142,Vehari,Punjab,Sorghum,Maize,0.9995,0.0045,True
4-436-8-2-20082023-1-156,Vehari,Punjab,Jantar,Maize,0.9949,0.0349,True
4-436-8-2-20082023-1-176,Vehari,Punjab,Maize,Cotton,0.9985,0.0129,True
4-436-8-2-20082023-1-18,Vehari,Punjab,Cotton,Maize,0.9997,0.0033,True
4-436-8-2-20082023-1-20,Vehari,Punjab,Cotton,Maize,0.9996,0.0043,True
4-436-8-2-20082023-1-44,Vehari,Punjab,Maize,Cotton,0.9997,0.0033,True
4-436-8-2-20082023-1-69,Vehari,Punjab,Sorghum,Maize,0.9989,0.0102,True
4-436-8-2-20082023-1-72,Vehari,Punjab,Jantar,Cotton,0.9986,0.0126,True
4-436-8-2-20082023-1-79,Vehari,Punjab,Cotton,Maize,0.9998,0.0025,True
4-436-8-2-21082023-1-221,Vehari,Punjab,Jantar,Sorghum,0.9997,0.0031,True
4-436-8-2-21082023-1-224,Vehari,Punjab,Rice,Maize,0.9998,0.0022,True
4-436-8-2-21082023-1-225,Vehari,Punjab,Cotton,Maize,0.9975,0.018,True
4-436-8-2-21082023-1-241,Vehari,Punjab,Rice,Maize,0.9986,0.0106,True
4-436-8-2-21082023-1-243,Vehari,Punjab,Maize,Rice,0.9998,0.0025,True
4-436-8-2-21082023-1-247,Vehari,Punjab,Sorghum,Maize,0.9972,0.022,True
4-436-8-2-21082023-1-259,Vehari,Punjab,Sorghum,Maize,0.9996,0.0043,True
4-436-8-2-21082023-1-296,Vehari,Punjab,Cotton,Sugarcane,0.9966,0.0251,True
4-436-8-2-21082023-1-321,Vehari,Punjab,Sugarcane,Sesame (Til),0.9973,0.0227,True
4-436-8-2-21082023-1-328,Vehari,Punjab,Sorghum,Rice,0.9998,0.0024,True
4-436-8-2-21082023-1-333,Vehari,Punjab,Cotton,Rice,0.9998,0.0021,True
4-436-8-2-21082023-1-335,Vehari,Punjab,Sorghum,Sugarcane,0.9989,0.0102,True
4-436-8-2-21082023-1-346,Vehari,Punjab,Sorghum,Maize,0.9992,0.008,True
4-436-8-2-21082023-1-354,Vehari,Punjab,Rice,Sorghum,0.9933,0.0475,True
4-436-8-2-21082023-1-368,Vehari,Punjab,Sorghum,Rice,0.9999,0.001,True
4-436-8-2-21082023-1-373,Vehari,Punjab,Sugarcane,Sorghum,0.9998,0.0023,True
4-436-8-2-21082023-1-381,Vehari,Punjab,Sesame (Til),Cotton,0.9997,0.003,True
4-436-8-2-21082023-1-389,Vehari,Punjab,Maize,Rice,0.9989,0.0099,True
4-436-8-2-21082023-1-410,Vehari,Punjab,Rice,Maize,0.9999,0.0009,True
4-436-8-2-21082023-1-429,Vehari,Punjab,Sugarcane,Maize,0.9988,0.0099,True
4-436-8-2-22082023-1-511,Vehari,Punjab,Sorghum,Sugarcane,0.9993,0.0065,True
4-436-8-2-22082023-1-541,Vehari,Punjab,Cotton,Sugarcane,0.9984,0.0139,True
4-436-8-2-22082023-1-581,Vehari,Punjab,Cotton,Maize,0.9941,0.0372,True
5-501-19-2-29082023-1-1720,Badin,Sindh,Cotton,Sugarcane,0.9996,0.0043,True
5-501-19-2-29082023-1-1779,Badin,Sindh,Cotton,Sugarcane,0.9994,0.0064,True
5-501-19-2-29082023-1-1801,Badin,Sindh,Sugarcane,Cotton,0.9984,0.0138,True
5-501-19-2-29082023-1-1845,Badin,Sindh,Rice,Cotton,0.9986,0.0124,True
5-501-19-2-30082023-1-1907,Badin,Sindh,Rice,Sugarcane,0.9995,0.0053,True
5-501-19-2-30082023-1-1957,Badin,Sindh,Rice,Sugarcane,0.9991,0.0082,True
5-501-19-2-30082023-1-2056,Badin,Sindh,Sugarcane,Rice,0.9998,0.0019,True
5-501-19-2-30082023-1-2067,Badin,Sindh,Rice,Sugarcane,0.9992,0.0075,True
5-501-19-2-30082023-1-2070,Badin,Sindh,Sugarcane,Rice,0.9999,0.0015,True
5-501-19-2-30082023-1-2151,Badin,Sindh,Sugarcane,Rice,0.9992,0.0068,True
5-501-19-2-31082023-1-2352,Badin,Sindh,Sugarcane,Rice,0.9991,0.0079,True
5-501-19-2-31082023-1-2376,Badin,Sindh,Cotton,Rice,0.9997,0.0032,True
5-501-19-2-31082023-1-2409,Badin,Sindh,Rice,Sugarcane,0.9994,0.0062,True
5-501-25-2-29082023-1-1382,Badin,Sindh,Jantar,Cotton,0.9985,0.0136,True
5-501-25-2-29082023-1-1519,Badin,Sindh,Cotton,Sugarcane,0.9998,0.0025,True
5-501-25-2-29082023-1-1549,Badin,Sindh,Cotton,Sugarcane,0.9996,0.0044,True
5-501-25-2-29082023-1-1550,Badin,Sindh,Cotton,Sugarcane,0.9984,0.0134,True
5-501-25-2-30082023-1-1766,Badin,Sindh,Sugarcane,Rice,0.9998,0.002,True
5-501-25-2-30082023-1-1790,Badin,Sindh,Rice,Sugarcane,0.9988,0.0111,True
5-501-25-2-30082023-1-1837,Badin,Sindh,Sugarcane,Rice,0.9998,0.002,True
5-501-25-2-30082023-1-1838,Badin,Sindh,Sugarcane,Rice,0.9973,0.0208,True
5-501-25-2-30082023-1-1924,Badin,Sindh,Rice,Sugarcane,0.9964,0.0288,True
5-501-25-2-30082023-1-1927,Badin,Sindh,Sugarcane,Rice,0.9998,0.002,True
5-501-25-2-30082023-1-1929,Badin,Sindh,Sugarcane,Rice,0.9999,0.001,True
5-501-25-2-30082023-1-1946,Badin,Sindh,Sugarcane,Rice,0.9999,0.0012,True
5-501-25-2-30082023-1-1986,Badin,Sindh,Rice,Cotton,0.9992,0.0071,True
5-501-25-2-30082023-1-2020,Badin,Sindh,Rice,Cotton,0.9946,0.0395,True
5-501-25-2-30082023-1-2029,Badin,Sindh,Sugarcane,Rice,0.9919,0.0491,True
5-501-25-2-30082023-1-2073,Badin,Sindh,Cotton,Rice,0.9999,0.0013,True
5-501-25-2-31082023-1-2127,Badin,Sindh,Cotton,Rice,0.9983,0.0143,True
5-501-25-2-31082023-1-2178,Badin,Sindh,Sugarcane,Rice,0.9999,0.0011,True
5-501-25-2-31082023-1-2192,Badin,Sindh,Rice,Sugarcane,0.9993,0.0069,True
5-501-25-2-31082023-1-2313,Badin,Sindh,Rice,Sugarcane,0.9989,0.0102,True
