ID,District,Province,given_label,suggested_label,pred_confidence,uncertainty,is_issue
4-404-16-2-04092023-1-1645,Bhakkar,Punjab,Sesame (Til),Sugarcane,0.9997,0.0034,True
4-404-16-2-04092023-1-1679,Bhakkar,Punjab,Rice,Sugarcane,0.9992,0.0073,True
4-404-16-2-04092023-1-1755,Bhakkar,Punjab,Sugarcane,Rice,0.9998,0.0017,True
4-404-16-2-04092023-1-1819,Bhakkar,Punjab,Sugarcane,Maize,0.9998,0.0021,True
4-404-16-2-05092023-1-1975,Bhakkar,Punjab,Sesame (Til),Sugarcane,0.9988,0.0113,True
4-404-16-2-05092023-1-2104,Bhakkar,Punjab,Jantar,Cotton,0.999,0.0097,True
4-404-16-2-05092023-1-2128,Bhakkar,Punjab,Sugarcane,Jantar,0.9994,0.0056,True
4-404-16-2-05092023-1-2185,Bhakkar,Punjab,Cotton,Sorghum,0.9953,0.0328,True
4-404-16-2-05092023-1-2210,Bhakkar,Punjab,Sugarcane,Sesame (Til),0.9983,0.0133,True
4-404-16-2-06092023-1-2237,Bhakkar,Punjab,Cotton,Sugarcane,0.9984,0.0141,True
4-404-16-2-06092023-1-2290,Bhakkar,Punjab,Sugarcane,Cotton,0.9925,0.0512,True
4-404-16-2-06092023-1-2303,Bhakkar,Punjab,Sugarcane,Cotton,0.9996,0.0042,True
4-405-10-2-23082023-1-332,Chakwal,Punjab,Sorghum,Maize,0.9999,0.0009,True
4-405-10-2-23082023-1-387,Chakwal,Punjab,Sorghum,Maize,0.9992,0.0067,True
4-405-10-2-23082023-1-395,Chakwal,Punjab,Sorghum,Maize,0.9999,0.0007,True
4-405-10-2-23082023-1-410,Chakwal,Punjab,Sorghum,Maize,0.9994,0.0053,True
4-405-10-2-23082023-1-459,Chakwal,Punjab,Sorghum,Maize,0.9989,0.0101,True
4-405-10-2-24082023-1-646,Chakwal,Punjab,Sorghum,Maize,0.9991,0.0078,True
4-405-10-2-24082023-1-669,Chakwal,Punjab,Sorghum,Maize,0.9999,0.0008,True
4-405-10-2-24082023-1-672,Chakwal,Punjab,Sorghum,Maize,0.9981,0.0155,True
4-405-10-2-24082023-1-675,Chakwal,Punjab,Sorghum,Maize,0.9997,0.0026,True
4-405-10-2-24082023-1-695,Chakwal,Punjab,Sorghum,Maize,0.9977,0.0188,True
4-405-11-2-23082023-1-584,Chakwal,Punjab,Sorghum,Maize,0.9998,0.0019,True
4-405-11-2-24082023-1-763,Chakwal,Punjab,Sorghum,Maize,0.9975,0.0186,True
4-405-11-2-24082023-1-766,Chakwal,Punjab,Sorghum,Maize,0.9988,0.0108,True
4-405-11-2-24082023-1-768,Chakwal,Punjab,Sorghum,Maize,0.9999,0.0013,True
4-405-11-2-24082023-1-769,Chakwal,Punjab,Sorghum,Maize,0.9946,0.0352,True
4-405-11-2-24082023-1-792,Chakwal,Punjab,Sorghum,Maize,0.9999,0.001,True
4-405-11-2-24082023-1-794,Chakwal,Punjab,Sorghum,Maize,1.0,0.0002,True
4-405-11-2-24082023-1-796,Chakwal,Punjab,Sorghum,Maize,0.9993,0.006,True
4-405-11-2-24082023-1-797,Chakwal,Punjab,Sorghum,Maize,0.9929,0.0433,True
4-405-11-2-24082023-1-803,Chakwal,Punjab,Sorghum,Maize,0.9999,0.0011,True
4-405-11-2-25082023-1-812,Chakwal,Punjab,Sorghum,Maize,1.0,0.0003,True
4-405-16-2-24082023-1-246,Chakwal,Punjab,Sorghum,Maize,0.999,0.0088,True
4-405-16-2-24082023-1-249,Chakwal,Punjab,Maize,Sorghum,0.9989,0.0099,True
4-408-3-2-23082023-1-680,Faisalabad,Punjab,Cotton,Sugarcane,0.9992,0.0079,True
4-408-3-2-23082023-1-734,Faisalabad,Punjab,Sugarcane,Maize,0.9916,0.0558,True
4-408-3-2-23082023-1-863,Faisalabad,Punjab,Sorghum,Maize,0.9955,0.0312,True
4-408-3-2-24082023-1-907,Faisalabad,Punjab,Maize,Sorghum,0.9914,0.0528,True
4-408-3-2-24082023-1-969,Faisalabad,Punjab,Sugarcane,Rice,0.9996,0.0038,True
4-408-3-2-24082023-1-997,Faisalabad,Punjab,Sesame (Til),Cotton,0.9993,0.0068,True
4-408-3-2-25082023-1-1115,Faisalabad,Punjab,Sorghum,Sugarcane,0.9996,0.0043,True
4-408-3-2-25082023-1-1145,Faisalabad,Punjab,Rice,Maize,0.9984,0.0127,True
4-408-3-2-25082023-1-1293,Faisalabad,Punjab,Sesame (Til),Cotton,0.996,0.0308,True
4-408-3-2-26082023-1-1322,Faisalabad,Punjab,Sorghum,Cotton,0.9978,0.0179,True
4-408-8-2-23082023-1-613,Faisalabad,Punjab,Sorghum,Maize,0.9954,0.036,True
4-408-8-2-23082023-1-633,Faisalabad,Punjab,Sugarcane,Sorghum,0.9981,0.0169,True
4-408-8-2-23082023-1-652,Faisalabad,Punjab,Jantar,Cotton,0.9937,0.0426,True
4-408-8-2-23082023-1-685,Faisalabad,Punjab,Maize,Rice,0.9982,0.0162,True
4-408-8-2-23082023-1-698,Faisalabad,Punjab,Rice,Sugarcane,0.9991,0.0088,True
4-408-8-2-23082023-1-700,Faisalabad,Punjab,Sugarcane,Sesame (Til),0.9974,0.0195,True
4-408-8-2-23082023-1-720,Faisalabad,Punjab,Sorghum,Sugarcane,0.9989,0.0104,True
4-408-8-2-23082023-1-754,Faisalabad,Punjab,Sorghum,Sesame (Til),0.9998,0.0022,True
4-408-8-2-24082023-1-785,Faisalabad,Punjab,Jantar,Sesame (Til),0.9904,0.057,True
4-408-8-2-24082023-1-788,Faisalabad,Punjab,Sorghum,Maize,0.9985,0.0125,True
4-408-8-2-24082023-1-801,Faisalabad,Punjab,Sorghum,Cotton,0.9938,0.0424,True
4-408-8-2-24082023-1-812,Faisalabad,Punjab,Sorghum,Sesame (Til),0.9918,0.0519,True
4-408-8-2-24082023-1-827,Faisalabad,Punjab,Sorghum,Rice,0.9987,0.0116,True
4-408-8-2-24082023-1-843,Faisalabad,Punjab,Sugarcane,Maize,0.9976,0.0203,True
4-408-8-2-24082023-1-899,Faisalabad,Punjab,Sesame (Til),Sugarcane,0.9931,0.0524,True
4-408-8-2-24082023-1-925,Faisalabad,Punjab,Sugarcane,Rice,0.9951,0.0363,True
4-408-8-2-24082023-1-953,Faisalabad,Punjab,Sorghum,Jantar,0.9997,0.0027,True
4-408-8-2-24082023-1-955,Faisalabad,Punjab,Sugarcane,Sesame (Til),0.9977,0.0195,True
4-408-8-2-24082023-1-961,Faisalabad,Punjab,Sorghum,Sugarcane,0.9954,0.0349,True
4-408-8-2-25082023-1-1050,Faisalabad,Punjab,Cotton,Sugarcane,0.9995,0.0053,True
4-408-8-2-25082023-1-1056,Faisalabad,Punjab,Rice,Sugarcane,0.9967,0.0267,True
4-408-8-2-25082023-1-1082,Faisalabad,Punjab,Sorghum,Sugarcane,0.9992,0.008,True
4-408-8-2-25082023-1-1083,Faisalabad,Punjab,Sorghum,Sesame (Til),0.9966,0.0245,True
4-408-8-2-25082023-1-1084,Faisalabad,Punjab,Sugarcane,Sesame (Til),1.0,0.0004,True
4-408-8-2-25082023-1-1094,Faisalabad,Punjab,Sugarcane,Sorghum,0.9981,0.0155,True
4-408-8-2-25082023-1-1097,Faisalabad,Punjab,Sesame (Til),Sorghum,0.9998,0.002,True
4-408-8-2-25082023-1-1100,Faisalabad,Punjab,Sesame (Til),Sugarcane,0.999,0.0091,True
4-408-8-2-25082023-1-1144,Faisalabad,Punjab,Sesame (Til),Rice,0.9998,0.0019,True
4-408-8-2-25082023-1-1157,Faisalabad,Punjab,Sugarcane,Rice,0.9992,0.0078,True
4-408-8-2-25082023-1-1165,Faisalabad,Punjab,Sugarcane,Sesame (Til),0.9999,0.0011,True
4-408-8-2-25082023-1-1167,Faisalabad,Punjab,Sorghum,Sesame (Til),0.9999,0.0007,True
4-408-8-2-25082023-1-982,Faisalabad,Punjab,Sugarcane,Maize,0.9967,0.0249,True
4-408-8-2-26082023-1-1190,Faisalabad,Punjab,Sorghum,Cotton,0.9984,0.0137,True
4-408-8-2-26082023-1-1208,Faisalabad,Punjab,Sugarcane,Sesame (Til),0.9998,0.002,True
4-408-8-2-26082023-1-1219,Faisalabad,Punjab,Sesame (Til),Sugarcane,0.9998,0.0026,True
4-409-3-2-02092023-1-2945,Gujranwala,Punjab,Maize,Rice,0.9984,0.0132,True
4-409-3-2-03092023-1-3199,Gujranwala,Punjab,Sorghum,Rice,0.9996,0.0042,True
4-409-3-2-06092023-1-3634,Gujranwala,Punjab,Rice,Sorghum,0.9969,0.0236,True
4-409-3-2-06092023-1-3650,Gujranwala,Punjab,Rice,Jantar,0.9992,0.0081,True
4-409-8-2-02092023-1-2895,Gujranwala,Punjab,Sorghum,Rice,0.9985,0.0135,True
4-409-8-2-02092023-1-2901,Gujranwala,Punjab,Sorghum,Sugarcane,0.9966,0.0267,True
4-409-8-2-03092023-1-3165,Gujranwala,Punjab,Sorghum,Rice,0.9981,0.0162,True
4-409-8-2-04092023-1-3212,Gujranwala,Punjab,Sorghum,Rice,0.997,0.0215,True
4-409-8-2-04092023-1-3238,Gujranwala,Punjab,Sorghum,Rice,0.9989,0.0096,True
4-409-8-2-05092023-1-3355,Gujranwala,Punjab,Sorghum,Rice,0.9955,0.0315,True
4-410-3-2-11092023-1-4477,Gujrat,Punjab,Maize,Rice,0.9977,0.0192,True
4-410-3-2-11092023-1-4485,Gujrat,Punjab,Sesame (Til),Rice,0.9962,0.0281,True
4-410-3-2-12092023-1-4605,Gujrat,Punjab,Sorghum,Rice,0.9981,0.0158,True
4-410-3-2-12092023-1-4648,Gujrat,Punjab,Sorghum,Maize,0.9912,0.0516,True
4-410-3-2-12092023-1-4665,Gujrat,Punjab,Sugarcane,Sorghum,0.9948,0.0362,True
4-410-3-2-12092023-1-4667,Gujrat,Punjab,Sorghum,Maize,0.9945,0.0397,True
4-410-8-2-10092023-1-4311,Gujrat,Punjab,Rice,Sorghum,0.9947,0.0386,True
4-410-8-2-10092023-1-4314,Gujrat,Punjab,Sorghum,Maize,0.9948,0.0336,True
4-410-8-2-10092023-1-4324,Gujrat,Punjab,Sugarcane,Maize,0.999,0.0087,True
4-410-8-2-11092023-1-4452,Gujrat,Punjab,Sugarcane,Rice,0.9982,0.0157,True
4-410-8-2-11092023-1-4457,Gujrat,Punjab,Rice,Sugarcane,0.9992,0.0078,True
4-410-8-2-12092023-1-4547,Gujrat,Punjab,Sugarcane,Rice,0.9991,0.0083,True
4-410-8-2-12092023-1-4559,Gujrat,Punjab,Sugarcane,Sorghum,0.9932,0.0467,True
4-410-8-2-12092023-1-4588,Gujrat,Punjab,Sugarcane,Rice,0.999,0.0098,True
4-410-8-2-12092023-1-4591,Gujrat,Punjab,Rice,Sugarcane,0.9959,0.0323,True
4-411-3-2-01092023-1-2645,Hafizabad,Punjab,Sorghum,Rice,0.9993,0.0064,True
4-411-3-2-01092023-1-2662,Hafizabad,Punjab,Sugarcane,Rice,0.9998,0.0023,True
4-411-8-2-01092023-1-2581,Hafizabad,Punjab,Sorghum,Rice,0.9986,0.012,True
4-411-8-2-01092023-1-2590,Hafizabad,Punjab,Rice,Sorghum,0.9941,0.0434,True
4-411-8-2-31082023-1-2381,Hafizabad,Punjab,Rice,Sugarcane,0.9976,0.0204,True
4-411-8-2-31082023-1-2403,Hafizabad,Punjab,Sugarcane,Sorghum,0.9998,0.0023,True
4-411-8-2-31082023-1-2476,Hafizabad,Punjab,Rice,Sugarcane,0.999,0.0094,True
4-411-8-2-31082023-1-2478,Hafizabad,Punjab,Maize,Sugarcane,0.9993,0.0065,True
4-411-8-2-31082023-1-2491,Hafizabad,Punjab,Sugarcane,Rice,0.9998,0.0024,True
4-411-8-2-31082023-1-2554,Hafizabad,Punjab,Rice,Sorghum,0.9974,0.021,True
4-412-5-2-04092023-1-2646,Jhang,Punjab,Rice,Sugarcane,0.9995,0.0053,True
4-412-5-2-04092023-1-2684,Jhang,Punjab,Rice,Sugarcane,0.9996,0.0045,True
4-412-5-2-04092023-1-2701,Jhang,Punjab,Sugarcane,Rice,0.9997,0.0036,True
4-412-5-2-04092023-1-2706,Jhang,Punjab,Sugarcane,Rice,0.9964,0.0274,True
4-412-5-2-04092023-1-2798,Jhang,Punjab,Rice,Sugarcane,0.9997,0.0033,True
4-412-5-2-04092023-1-2805,Jhang,Punjab,Rice,Sugarcane,0.9994,0.0061,True
4-412-5-2-04092023-1-2821,Jhang,Punjab,Sugarcane,Rice,0.9972,0.0223,True
4-412-5-2-04092023-1-2890,Jhang,Punjab,Rice,Sugarcane,0.9994,0.006,True
4-412-5-2-05092023-1-2920,Jhang,Punjab,Rice,Sugarcane,0.9995,0.0051,True
4-412-5-2-05092023-1-2923,Jhang,Punjab,Sugarcane,Rice,0.9996,0.0044,True
4-412-5-2-05092023-1-2932,Jhang,Punjab,Cotton,Rice,0.9994,0.006,True
4-412-5-2-05092023-1-2934,Jhang,Punjab,Rice,Sugarcane,0.9994,0.0061,True
4-412-5-2-05092023-1-2935,Jhang,Punjab,Sugarcane,Rice,0.9996,0.0042,True
4-412-5-2-05092023-1-2936,Jhang,Punjab,Cotton,Rice,0.9998,0.002,True
4-412-5-2-05092023-1-2945,Jhang,Punjab,Cotton,Sugarcane,0.9987,0.0118,True
4-412-5-2-05092023-1-2947,Jhang,Punjab,Rice,Sugarcane,0.9998,0.0022,True
4-412-5-2-05092023-1-2965,Jhang,Punjab,Rice,Sugarcane,0.9994,0.0063,True
4-412-5-2-05092023-1-3064,Jhang,Punjab,Rice,Sugarcane,0.9991,0.0088,True
4-412-5-2-05092023-1-3067,Jhang,Punjab,Rice,Cotton,0.9977,0.0177,True
4-412-5-2-06092023-1-3121,Jhang,Punjab,Cotton,Rice,0.9993,0.0068,True
4-412-5-2-06092023-1-3122,Jhang,Punjab,Cotton,Rice,0.9996,0.0038,True
4-412-5-2-06092023-1-3157,Jhang,Punjab,Sugarcane,Rice,0.9989,0.0103,True
4-412-5-2-06092023-1-3176,Jhang,Punjab,Sugarcane,Rice,0.9995,0.005,True
4-412-5-2-06092023-1-3177,Jhang,Punjab,Sugarcane,Rice,0.9998,0.002,True
4-412-5-2-06092023-1-3185,Jhang,Punjab,Sugarcane,Rice,0.9996,0.0041,True
4-412-5-2-06092023-1-3187,Jhang,Punjab,Rice,Sugarcane,0.9963,0.0271,True
4-412-7-2-04092023-1-3056,Jhang,Punjab,Rice,Sugarcane,0.9992,0.0074,True
4-412-7-2-04092023-1-3148,Jhang,Punjab,Rice,Sugarcane,0.9996,0.004,True
4-412-7-2-05092023-1-3188,Jhang,Punjab,Cotton,Rice,0.9991,0.0083,True
4-412-7-2-05092023-1-3190,Jhang,Punjab,Rice,Maize,0.9998,0.0026,True
4-412-7-2-05092023-1-3216,Jhang,Punjab,Sugarcane,Rice,0.9994,0.0063,True
4-412-7-2-05092023-1-3280,Jhang,Punjab,Rice,Cotton,0.9991,0.0085,True
4-412-7-2-06092023-1-3490,Jhang,Punjab,Cotton,Rice,0.9997,0.0034,True
4-412-7-2-06092023-1-3494,Jhang,Punjab,Rice,Sugarcane,0.9998,0.0025,True
4-412-7-2-06092023-1-3504,Jhang,Punjab,Maize,Rice,0.9998,0.0024,True
4-414-5-2-21082023-1-132,Kasur,Punjab,Maize,Rice,0.9988,0.0112,True
4-414-5-2-21082023-1-133,Kasur,Punjab,Maize,Rice,0.9997,0.0035,True
4-414-5-2-21082023-1-67,Kasur,Punjab,Sugarcane,Sorghum,0.9968,0.0259,True
4-414-5-2-22082023-1-200,Kasur,Punjab,Sugarcane,Rice,0.9998,0.0024,True
4-414-7-2-22082023-1-313,Kasur,Punjab,Cotton,Sesame (Til),0.998,0.0179,True
4-415-5-2-07092023-1-3208,Khanewal,Punjab,Cotton,Maize,1.0,0.0005,True
4-415-5-2-07092023-1-3246,Khanewal,Punjab,Maize,Rice,0.9993,0.0064,True
4-415-5-2-07092023-1-3247,Khanewal,Punjab,Maize,Cotton,0.9998,0.0026,True
4-415-5-2-07092023-1-3255,Khanewal,Punjab,Maize,Sesame (Til),0.9994,0.0056,True
4-415-5-2-07092023-1-3265,Khanewal,Punjab,Sorghum,Cotton,0.9931,0.0442,True
4-415-5-2-07092023-1-3291,Khanewal,Punjab,Maize,Rice,0.9998,0.0026,True
4-415-5-2-07092023-1-3372,Khanewal,Punjab,Cotton,Maize,0.9993,0.0068,True
4-415-5-2-07092023-1-3419,Khanewal,Punjab,Rice,Cotton,0.9939,0.0431,True
4-415-5-2-07092023-1-3431,Khanewal,Punjab,Sugarcane,Cotton,0.9983,0.015,True
4-415-5-2-07092023-1-3437,Khanewal,Punjab,Maize,Sesame (Til),0.9993,0.0065,True
4-415-5-2-07092023-1-3442,Khanewal,Punjab,Maize,Sugarcane,0.9996,0.0042,True
4-415-5-2-07092023-1-3488,Khanewal,Punjab,Maize,Cotton,0.999,0.0092,True
4-415-5-2-07092023-1-3495,Khanewal,Punjab,Maize,Sugarcane,0.9994,0.0059,True
4-415-5-2-08092023-1-3511,Khanewal,Punjab,Rice,Maize,0.9998,0.0021,True
4-415-5-2-08092023-1-3515,Khanewal,Punjab,Maize,Cotton,0.9998,0.0024,True
4-415-5-2-08092023-1-3548,Khanewal,Punjab,Rice,Cotton,0.9994,0.0064,True
4-415-5-2-08092023-1-3553,Khanewal,Punjab,Rice,Cotton,0.9995,0.005,True
4-415-5-2-08092023-1-3554,Khanewal,Punjab,Maize,Cotton,0.9995,0.0045,True
4-415-5-2-08092023-1-3562,Khanewal,Punjab,Rice,Maize,0.9998,0.002,True
4-415-5-2-08092023-1-3603,Khanewal,Punjab,Rice,Sorghum,0.9971,0.0231,True
4-415-5-2-08092023-1-3608,Khanewal,Punjab,Cotton,Maize,0.9971,0.0232,True
4-415-5-2-08092023-1-3612,Khanewal,Punjab,Rice,Cotton,0.9958,0.0325,True
4-415-5-2-08092023-1-3633,Khanewal,Punjab,Maize,Rice,0.9996,0.0039,True
4-415-5-2-08092023-1-3656,Khanewal,Punjab,Maize,Rice,0.9997,0.0028,True
4-415-7-2-07092023-1-3628,Khanewal,Punjab,Rice,Maize,0.9999,0.0014,True
4-415-7-2-07092023-1-3668,Khanewal,Punjab,Maize,Rice,0.9949,0.0355,True
4-415-7-2-07092023-1-3720,Khanewal,Punjab,Rice,Maize,0.9995,0.0046,True
4-415-7-2-07092023-1-3748,Khanewal,Punjab,Sugarcane,Maize,0.9999,0.0014,True
4-415-7-2-08092023-1-3902,Khanewal,Punjab,Rice,Cotton,0.9992,0.0072,True
4-416-10-2-29082023-1-1327,Khushab,Punjab,Jantar,Sorghum,0.9996,0.0044,True
4-416-10-2-29082023-1-1452,Khushab,Punjab,Rice,Sugarcane,0.9991,0.0089,True
4-416-10-2-29082023-1-1471,Khushab,Punjab,Jantar,Sesame (Til),0.9995,0.0054,True
4-416-10-2-30082023-1-1522,Khushab,Punjab,Sorghum,Maize,0.9989,0.0095,True
4-416-10-2-30082023-1-1570,Khushab,Punjab,Sorghum,Maize,0.9938,0.0411,True
4-416-10-2-31082023-1-1622,Khushab,Punjab,Sugarcane,Sorghum,0.9952,0.0339,True
4-416-10-2-31082023-1-1653,Khushab,Punjab,Sorghum,Sugarcane,0.9996,0.0044,True
4-416-10-2-31082023-1-1669,Khushab,Punjab,Sugarcane,Sorghum,0.997,0.0245,True
4-416-10-2-31082023-1-1674,Khushab,Punjab,Sugarcane,Rice,0.9989,0.0102,True
4-416-10-2-31082023-1-1701,Khushab,Punjab,Sesame (Til),Sorghum,0.9993,0.0069,True
4-416-11-2-29082023-1-1487,Khushab,Punjab,Sorghum,Maize,0.9994,0.0051,True
4-416-11-2-29082023-1-1550,Khushab,Punjab,Rice,Sesame (Til),0.9911,0.0523,True
4-416-11-2-30082023-1-1663,Khushab,Punjab,Maize,Sorghum,0.9997,0.0034,True
4-416-11-2-30082023-1-1665,Khushab,Punjab,Maize,Sorghum,0.998,0.0164,True
4-416-11-2-30082023-1-1686,Khushab,Punjab,Maize,Sorghum,0.9983,0.0149,True
4-416-11-2-30082023-1-1688,Khushab,Punjab,Maize,Sorghum,0.9972,0.0206,True
4-416-11-2-30082023-1-1692,Khushab,Punjab,Maize,Sorghum,0.9996,0.0041,True
4-416-11-2-30082023-1-1693,Khushab,Punjab,Maize,Sorghum,0.9989,0.0088,True
4-416-11-2-30082023-1-1694,Khushab,Punjab,Maize,Sorghum,0.9989,0.0092,True
4-416-11-2-31082023-1-1771,Khushab,Punjab,Sugarcane,Sorghum,0.9999,0.0014,True
4-416-11-2-31082023-1-1807,Khushab,Punjab,Jantar,Sorghum,0.9956,0.0347,True
4-416-11-2-31082023-1-1809,Khushab,Punjab,Rice,Maize,0.9998,0.0017,True
4-416-11-2-31082023-1-1812,Khushab,Punjab,Sugarcane,Rice,0.9996,0.0039,True
4-416-16-2-01092023-1-1021,Mianwali,Punjab,Sugarcane,Rice,0.9997,0.0033,True
4-416-16-2-01092023-1-1038,Mianwali,Punjab,Cotton,Sesame (Til),0.9989,0.0104,True
4-416-16-2-01092023-1-1073,Mianwali,Punjab,Cotton,Rice,0.9996,0.0039,True
4-416-16-2-01092023-1-1093,Mianwali,Punjab,Jantar,Sorghum,0.9911,0.0552,True
4-416-16-2-01092023-1-1102,Mianwali,Punjab,Sesame (Til),Cotton,0.9995,0.0047,True
4-416-16-2-01092023-1-1116,Mianwali,Punjab,Cotton,Sesame (Til),0.9974,0.0204,True
4-416-16-2-01092023-1-939,Mianwali,Punjab,Cotton,Sugarcane,0.9945,0.0404,True
4-416-16-2-29082023-1-683,Khushab,Punjab,Sugarcane,Sorghum,0.9997,0.0034,True
4-416-16-2-29082023-1-690,Khushab,Punjab,Sugarcane,Sorghum,0.9999,0.0014,True
4-416-16-2-30082023-1-754,Khushab,Punjab,Maize,Sorghum,0.9996,0.0037,True
4-416-16-2-30082023-1-764,Khushab,Punjab,Maize,Sorghum,0.9997,0.0028,True
4-416-16-2-30082023-1-767,Khushab,Punjab,Maize,Sorghum,0.9994,0.0052,True
4-416-16-2-30082023-1-774,Khushab,Punjab,Maize,Sorghum,0.9938,0.04,True
4-416-16-2-31082023-1-870,Khushab,Punjab,Sesame (Til),Sorghum,0.9988,0.0103,True
4-418-10-2-07092023-1-3725,Layyah,Punjab,Sesame (Til),Rice,0.9928,0.048,True
4-418-10-2-07092023-1-3782,Layyah,Punjab,Sugarcane,Rice,0.9999,0.001,True
4-418-10-2-07092023-1-3794,Layyah,Punjab,Sugarcane,Rice,0.9999,0.0009,True
4-418-10-2-07092023-1-3826,Layyah,Punjab,Sesame (Til),Rice,0.9965,0.0259,True
4-418-10-2-07092023-1-3911,Layyah,Punjab,Sorghum,Maize,0.9997,0.0033,True
4-418-10-2-07092023-1-3944,Layyah,Punjab,Sorghum,Maize,0.9999,0.0011,True
4-418-10-2-07092023-1-3955,Layyah,Punjab,Sugarcane,Cotton,0.9987,0.0118,True
4-418-10-2-07092023-1-3978,Layyah,Punjab,Sugarcane,Cotton,0.993,0.0522,True
4-418-10-2-07092023-1-4004,Layyah,Punjab,Cotton,Sugarcane,0.9996,0.004,True
4-418-10-2-07092023-1-4009,Layyah,Punjab,Sugarcane,Cotton,0.9978,0.0193,True
4-418-10-2-07092023-1-4049,Layyah,Punjab,Sugarcane,Maize,0.9978,0.0161,True
4-418-10-2-08092023-1-4102,Layyah,Punjab,Sesame (Til),Rice,0.9958,0.032,True
4-418-10-2-08092023-1-4174,Layyah,Punjab,Sugarcane,Rice,0.999,0.0084,True
4-418-10-2-08092023-1-4227,Layyah,Punjab,Sesame (Til),Cotton,0.9989,0.0101,True
4-418-10-2-08092023-1-4244,Layyah,Punjab,Sorghum,Maize,0.9987,0.0103,True
4-418-10-2-08092023-1-4307,Layyah,Punjab,Sugarcane,Maize,0.9998,0.002,True
4-418-10-2-08092023-1-4311,Layyah,Punjab,Cotton,Jantar,0.9907,0.0565,True
4-418-10-2-08092023-1-4459,Layyah,Punjab,Maize,Cotton,0.9991,0.009,True
4-418-10-2-08092023-1-4495,Layyah,Punjab,Cotton,Jantar,0.9999,0.0009,True
4-418-10-2-09092023-1-4511,Layyah,Punjab,Sesame (Til),Maize,0.9992,0.0077,True
4-418-10-2-09092023-1-4521,Layyah,Punjab,Cotton,Sesame (Til),0.9998,0.0018,True
4-418-16-2-07092023-1-2381,Layyah,Punjab,Sugarcane,Rice,0.9999,0.001,True
4-418-16-2-07092023-1-2383,Layyah,Punjab,Rice,Sugarcane,0.9988,0.0113,True
4-418-16-2-07092023-1-2387,Layyah,Punjab,Sugarcane,Rice,0.9998,0.002,True
4-418-16-2-07092023-1-2433,Layyah,Punjab,Sesame (Til),Sugarcane,0.9988,0.0114,True
4-418-16-2-07092023-1-2447,Layyah,Punjab,Sugarcane,Rice,0.9995,0.0045,True
4-418-16-2-07092023-1-2505,Layyah,Punjab,Sugarcane,Rice,0.9999,0.0015,True
4-418-16-2-07092023-1-2547,Layyah,Punjab,Cotton,Rice,0.9994,0.0053,True
4-418-16-2-07092023-1-2566,Layyah,Punjab,Cotton,Maize,0.9998,0.0025,True
4-418-16-2-07092023-1-2618,Layyah,Punjab,Cotton,Sorghum,0.9975,0.0188,True
4-418-16-2-07092023-1-2659,Layyah,Punjab,Sugarcane,Maize,0.9957,0.0304,True
4-418-16-2-08092023-1-2718,Layyah,Punjab,Sugarcane,Rice,0.9999,0.001,True
4-418-16-2-08092023-1-2728,Layyah,Punjab,Sesame (Til),Cotton,0.9965,0.0268,True
4-418-16-2-08092023-1-2768,Layyah,Punjab,Sesame (Til),Rice,0.9998,0.0024,True
4-418-16-2-08092023-1-2776,Layyah,Punjab,Sesame (Til),Cotton,0.9984,0.0144,True
4-418-16-2-08092023-1-2843,Layyah,Punjab,Sesame (Til),Cotton,0.999,0.009,True
4-418-16-2-08092023-1-2850,Layyah,Punjab,Sesame (Til),Cotton,0.9989,0.0096,True
4-418-16-2-08092023-1-2870,Layyah,Punjab,Rice,Cotton,0.9996,0.0044,True
4-418-16-2-08092023-1-2875,Layyah,Punjab,Jantar,Cotton,0.9926,0.0507,True
4-418-16-2-08092023-1-2957,Layyah,Punjab,Sugarcane,Cotton,0.9968,0.0256,True
4-418-16-2-09092023-1-3094,Layyah,Punjab,Cotton,Sesame (Til),0.9998,0.0024,True
4-418-16-2-20082023-1-21,Attock,Punjab,Sorghum,Maize,0.9921,0.0473,True
4-418-16-2-21082023-1-110,Attock,Punjab,Maize,Sorghum,0.9961,0.0303,True
4-419-13-2-26082023-1-1052,Lodhran,Punjab,Maize,Cotton,0.9996,0.0037,True
4-419-13-2-26082023-1-1108,Lodhran,Punjab,Maize,Sesame (Til),0.9987,0.0115,True
4-419-14-2-26082023-1-607,Lodhran,Punjab,Maize,Cotton,0.9964,0.0286,True
4-419-14-2-26082023-1-682,Lodhran,Punjab,Cotton,Sesame (Til),0.9988,0.0106,True
4-419-14-2-26082023-1-700,Lodhran,Punjab,Maize,Rice,0.9919,0.0546,True
4-419-14-2-26082023-1-743,Lodhran,Punjab,Cotton,Maize,0.9997,0.0027,True
4-419-14-2-26082023-1-749,Lodhran,Punjab,Cotton,Maize,0.9997,0.0036,True
4-419-14-2-26082023-1-752,Lodhran,Punjab,Maize,Sorghum,0.9964,0.0285,True
4-419-14-2-26082023-1-824,Lodhran,Punjab,Maize,Sorghum,0.9997,0.0032,True
4-419-14-2-27082023-1-852,Lodhran,Punjab,Sugarcane,Maize,0.9986,0.0125,True
4-419-14-2-27082023-1-900,Lodhran,Punjab,Maize,Rice,0.9955,0.0337,True
4-419-14-2-27082023-1-987,Lodhran,Punjab,Sesame (Til),Cotton,0.9968,0.0253,True
4-419-14-2-27082023-1-989,Lodhran,Punjab,Sugarcane,Cotton,0.9997,0.0029,True
