ID,District,Province,given_label,suggested_label,pred_confidence,uncertainty,is_issue
2-211-12-1-11032023-1-1329,Shahdadkot,Sindh,Wheat,Barseem,0.9995,0.0048,True
2-211-12-1-11032023-1-1358,Shahdadkot,Sindh,Rapeseed Mustard,Barseem,0.9995,0.0047,True
2-211-14-1-09032023-1-1012,Shahdadkot,Sindh,Rapeseed Mustard,Wheat,0.9993,0.0068,True
2-211-14-1-09032023-1-1028,Shahdadkot,Sindh,Rapeseed Mustard,Wheat,0.9987,0.0117,True
2-211-14-1-09032023-1-1080,Shahdadkot,Sindh,Wheat,Rapeseed Mustard,0.9989,0.0102,True
2-211-14-1-09032023-1-1099,Shahdadkot,Sindh,Rapeseed Mustard,Wheat,0.9994,0.0056,True
2-211-14-1-09032023-1-1110,Shahdadkot,Sindh,Wheat,Barseem,0.9997,0.0031,True
2-211-14-1-09032023-1-1113,Shahdadkot,Sindh,Wheat,Rapeseed Mustard,0.9995,0.005,True
2-211-14-1-09032023-1-1143,Shahdadkot,Sindh,Wheat,Rapeseed Mustard,0.9985,0.0126,True
2-211-14-1-10032023-1-1162,Shahdadkot,Sindh,Wheat,Rapeseed Mustard,0.9996,0.004,True
2-211-14-1-10032023-1-1178,Shahdadkot,Sindh,Rapeseed Mustard,Wheat,0.9987,0.0117,True
2-211-14-1-10032023-1-1184,Shahdadkot,Sindh,Rapeseed Mustard,Wheat,0.9993,0.0064,True
2-211-14-1-10032023-1-1208,Shahdadkot,Sindh,Rapeseed Mustard,Wheat,0.9991,0.0086,True
2-211-14-1-10032023-1-1209,Shahdadkot,Sindh,Wheat,Rapeseed Mustard,0.9977,0.0185,True
2-211-14-1-11032023-1-1305,Shahdadkot,Sindh,Rapeseed Mustard,Wheat,0.9995,0.0048,True
2-211-14-1-11032023-1-1334,Shahdadkot,Sindh,Rapeseed Mustard,Wheat,0.9993,0.0064,True
2-211-14-1-11032023-1-1370,Shahdadkot,Sindh,Rapeseed Mustard,Wheat,0.999,0.0094,True
2-211-14-1-11032023-1-1384,Shahdadkot,Sindh,Rapeseed Mustard,Wheat,0.9986,0.0124,True
2-212-12-1-06032023-1-559,Shikarpur,Sindh,Rapeseed Mustard,Barseem,0.9987,0.011,True
2-212-12-1-06032023-1-564,Shikarpur,Sindh,Rapeseed Mustard,Wheat,0.9993,0.007,True
2-212-12-1-06032023-1-578,Shikarpur,Sindh,Wheat,Rapeseed Mustard,0.9993,0.0065,True
2-212-12-1-06032023-2-678,Shikarpur,Sindh,Wheat,Barseem,0.9982,0.0151,True
2-212-12-1-07032023-1-745,Shikarpur,Sindh,Wheat,Rapeseed Mustard,0.9973,0.0213,True
2-212-12-1-07032023-1-749,Shikarpur,Sindh,Wheat,Barseem,0.9982,0.0154,True
2-212-12-1-07032023-1-751,Shikarpur,Sindh,Wheat,Barseem,0.9993,0.0066,True
2-212-12-1-08032023-1-904,Shikarpur,Sindh,Rapeseed Mustard,Wheat,0.9994,0.0059,True
2-212-12-1-08032023-1-913,Shikarpur,Sindh,Wheat,Rapeseed Mustard,0.9989,0.0094,True
2-212-14-1-06032023-1-469,Shikarpur,Sindh,Wheat,Rapeseed Mustard,0.9973,0.0196,True
2-212-14-1-06032023-1-491,Shikarpur,Sindh,Rapeseed Mustard,Wheat,0.9993,0.0069,True
2-212-14-1-06032023-1-509,Shikarpur,Sindh,Wheat,Barseem,0.9988,0.0105,True
2-212-14-1-06032023-1-512,Shikarpur,Sindh,Rapeseed Mustard,Wheat,0.999,0.0091,True
2-212-14-1-06032023-1-525,Shikarpur,Sindh,Rapeseed Mustard,Wheat,0.9988,0.0109,True
2-212-14-1-06032023-1-528,Shikarpur,Sindh,Wheat,Rapeseed Mustard,0.9993,0.0065,True
2-212-14-1-06032023-2-622,Shikarpur,Sindh,Wheat,Rapeseed Mustard,0.9979,0.017,True
2-212-14-1-06032023-2-628,Shikarpur,Sindh,Wheat,Barseem,0.999,0.009,True
2-212-14-1-06032023-2-686,Shikarpur,Sindh,Wheat,Barseem,0.9989,0.0097,True
2-212-14-1-07032023-1-738,Shikarpur,Sindh,Wheat,Rapeseed Mustard,0.9995,0.0052,True
2-212-14-1-07032023-1-848,Shikarpur,Sindh,Wheat,Rapeseed Mustard,0.9996,0.0041,True
2-212-14-1-08032023-1-884,Shikarpur,Sindh,Wheat,Rapeseed Mustard,0.9989,0.0099,True
2-212-14-1-08032023-1-926,Shikarpur,Sindh,Rapeseed Mustard,Wheat,0.9994,0.0058,True
2-212-14-1-08032023-1-933,Shikarpur,Sindh,Rapeseed Mustard,Wheat,0.9991,0.0081,True
2-212-14-1-08032023-1-936,Shikarpur,Sindh,Rapeseed Mustard,Wheat,0.9977,0.0192,True
2-212-14-1-08032023-1-943,Shikarpur,Sindh,Wheat,Rapeseed Mustard,0.9997,0.0035,True
2-212-14-1-08032023-1-974,Shikarpur,Sindh,Rapeseed Mustard,Wheat,0.998,0.0162,True
2-212-14-1-08032023-2-973,Shikarpur,Sindh,Wheat,Rapeseed Mustard,0.9996,0.0035,True
2-212-14-1-08032023-2-995,Shikarpur,Sindh,Wheat,Barseem,0.9981,0.0154,True
2-213-13-1-12032023-2-1024,Thatta,Sindh,Sugarcane,Wheat,0.9985,0.0132,True
2-213-13-1-12032023-2-1034,Thatta,Sindh,Barseem,Wheat,0.9993,0.007,True
2-213-13-1-12032023-2-1112,Thatta,Sindh,Barseem,Rapeseed Mustard,0.9976,0.0195,True
2-213-13-1-15032023-2-1450,Thatta,Sindh,Wheat,Barseem,0.9996,0.004,True
2-213-13-1-15032023-2-1452,Thatta,Sindh,Barseem,Maize,0.9985,0.0128,True
2-213-15-1-12032023-2-1158,Thatta,Sindh,Wheat,Rapeseed Mustard,0.9992,0.0073,True
2-213-15-1-15032023-2-1522,Thatta,Sindh,Wheat,Barseem,0.9995,0.0047,True
2-213-15-1-15032023-2-1524,Thatta,Sindh,Wheat,Barseem,0.9995,0.0051,True
3-302-8-1-11032023-1-547,Buner,Khyber Pakhtunkhwa,Sugarcane,Wheat,0.9992,0.0072,True
3-303-11-1-02032023-1-77,Charsadda,Khyber Pakhtunkhwa,Rapeseed Mustard,Wheat,0.9977,0.0193,True
3-303-11-1-06032023-1-214,Nowshera,Khyber Pakhtunkhwa,Rapeseed Mustard,Barseem,0.9994,0.0061,True
3-303-11-1-06032023-2-232,Nowshera,Khyber Pakhtunkhwa,Rapeseed Mustard,Barseem,0.9996,0.0041,True
3-303-11-1-06032023-2-233,Nowshera,Khyber Pakhtunkhwa,Barseem,Wheat,0.9988,0.0106,True
3-303-7-1-02032023-1-16,Charsadda,Khyber Pakhtunkhwa,Rapeseed Mustard,Wheat,0.9987,0.0117,True
3-303-7-1-02032023-1-60,Charsadda,Khyber Pakhtunkhwa,Rapeseed Mustard,Wheat,0.9983,0.0138,True
3-303-7-1-05032023-1-261,Nowshera,Khyber Pakhtunkhwa,Barseem,Wheat,0.9985,0.0132,True
3-303-7-1-06032023-1-274,Nowshera,Khyber Pakhtunkhwa,Rapeseed Mustard,Barseem,0.9997,0.0033,True
3-303-7-1-06032023-1-317,Nowshera,Khyber Pakhtunkhwa,Rapeseed Mustard,Wheat,0.9982,0.0156,True
3-309-9-1-07032023-1-280,Lower Dir,Khyber Pakhtunkhwa,Barseem,Wheat,0.9985,0.013,True
3-312-11-1-08032023-1-289,Nowshera,Khyber Pakhtunkhwa,Barseem,Wheat,0.9993,0.0067,True
3-312-7-1-08032023-1-402,Nowshera,Khyber Pakhtunkhwa,Rapeseed Mustard,Barseem,0.9992,0.0073,True
3-312-7-1-08032023-1-448,Nowshera,Khyber Pakhtunkhwa,Rapeseed Mustard,Wheat,0.999,0.0095,True
3-312-7-1-08032023-2-413,Nowshera,Khyber Pakhtunkhwa,Wheat,Maize,0.9983,0.0141,True
3-313-10-1-02032023-1-26,Kohat,Khyber Pakhtunkhwa,Rapeseed Mustard,Wheat,0.999,0.0092,True
3-313-10-1-02032023-1-3,Kohat,Khyber Pakhtunkhwa,Barseem,Maize,0.998,0.0165,True
3-314-6-1-03032023-1-21,Swabi,Khyber Pakhtunkhwa,Rapeseed Mustard,Wheat,0.9995,0.0048,True
3-314-6-1-03032023-1-23,Swabi,Khyber Pakhtunkhwa,Rapeseed Mustard,Wheat,0.9995,0.0053,True
3-314-6-1-03032023-1-24,Swabi,Khyber Pakhtunkhwa,Rapeseed Mustard,Wheat,0.9996,0.0043,True
3-314-6-1-03032023-1-42,Swabi,Khyber Pakhtunkhwa,Rapeseed Mustard,Wheat,0.9995,0.0049,True
3-314-6-1-04032023-1-108,Swabi,Khyber Pakhtunkhwa,Rapeseed Mustard,Wheat,0.9994,0.0055,True
3-314-6-1-04032023-1-121,Swabi,Khyber Pakhtunkhwa,Rapeseed Mustard,Wheat,0.9997,0.003,True
3-314-6-1-04032023-1-125,Swabi,Khyber Pakhtunkhwa,Rapeseed Mustard,Wheat,0.9995,0.0046,True
3-314-8-1-03032023-1-22,Swabi,Khyber Pakhtunkhwa,Rapeseed Mustard,Wheat,0.9995,0.0046,True
3-314-8-1-03032023-2-28,Swabi,Khyber Pakhtunkhwa,Rapeseed Mustard,Wheat,0.9997,0.0035,True
3-314-8-1-04032023-1-54,Swabi,Khyber Pakhtunkhwa,Rapeseed Mustard,Wheat,0.9976,0.0199,True
3-314-8-1-04032023-2-66,Swabi,Khyber Pakhtunkhwa,Rapeseed Mustard,Wheat,0.9995,0.0048,True
3-315-10-1-13032023-1-566,Swat,Khyber Pakhtunkhwa,Barseem,Wheat,0.9992,0.0078,True
3-315-10-1-13032023-1-630,Swat,Khyber Pakhtunkhwa,Barseem,Wheat,0.999,0.0087,True
3-315-10-1-13032023-1-674,Swat,Khyber Pakhtunkhwa,Barseem,Wheat,0.9989,0.0092,True
3-315-10-1-13032023-1-680,Swat,Khyber Pakhtunkhwa,Barseem,Wheat,0.999,0.009,True
3-315-10-1-13032023-1-682,Swat,Khyber Pakhtunkhwa,Barseem,Wheat,0.9986,0.0126,True
3-315-10-1-13032023-1-699,Swat,Khyber Pakhtunkhwa,Barseem,Wheat,0.9984,0.0135,True
3-315-10-1-14032023-1-713,Swat,Khyber Pakhtunkhwa,Barseem,Wheat,0.9996,0.0044,True
3-315-10-1-14032023-1-722,Swat,Khyber Pakhtunkhwa,Barseem,Wheat,0.9988,0.0101,True
3-315-10-1-15032023-1-759,Swat,Khyber Pakhtunkhwa,Barseem,Wheat,0.9992,0.0076,True
3-315-9-1-13032023-2-629,Swat,Khyber Pakhtunkhwa,Barseem,Wheat,0.9991,0.0086,True
3-315-9-1-13032023-2-665,Swat,Khyber Pakhtunkhwa,Barseem,Wheat,0.999,0.0094,True
3-315-9-1-13032023-2-673,Swat,Khyber Pakhtunkhwa,Barseem,Wheat,0.9988,0.0106,True
3-315-9-1-13032023-2-681,Swat,Khyber Pakhtunkhwa,Barseem,Wheat,0.9992,0.0076,True
3-315-9-1-13032023-2-689,Swat,Khyber Pakhtunkhwa,Barseem,Wheat,0.9995,0.005,True
3-315-9-1-13032023-2-696,Swat,Khyber Pakhtunkhwa,Barseem,Wheat,0.9994,0.0061,True
3-315-9-1-13032023-2-697,Swat,Khyber Pakhtunkhwa,Barseem,Wheat,0.9991,0.008,True
3-315-9-1-13032023-2-700,Swat,Khyber Pakhtunkhwa,Barseem,Wheat,0.9979,0.0175,True
3-315-9-1-13032023-2-721,Swat,Khyber Pakhtunkhwa,Barseem,Wheat,0.9981,0.0159,True
3-315-9-1-13032023-2-723,Swat,Khyber Pakhtunkhwa,Barseem,Wheat,0.9981,0.0163,True
3-315-9-1-15032023-2-799,Swat,Khyber Pakhtunkhwa,Barseem,Wheat,0.9993,0.0062,True
3-315-9-1-15032023-2-803,Swat,Khyber Pakhtunkhwa,Barseem,Wheat,0.9984,0.0141,True
3-315-9-1-15032023-2-807,Swat,Khyber Pakhtunkhwa,Barseem,Wheat,0.9981,0.0163,True
3-315-9-1-15032023-2-837,Swat,Khyber Pakhtunkhwa,Barseem,Wheat,0.9992,0.0079,True
3-317-8-1-21032023-1-965,Peshawar,Khyber Pakhtunkhwa,Sugarcane,Wheat,0.9977,0.0186,True
4-401-2-1-16032023-1-2026,Barkhan,Balochistan,Barseem,Wheat,0.9998,0.0022,True
4-402-2-1-12032023-2-1638,Dera Bugti,Balochistan,Wheat,Rapeseed Mustard,0.9987,0.0109,True
4-402-2-1-13032023-1-1719,Dera Bugti,Balochistan,Rapeseed Mustard,Wheat,0.9993,0.0067,True
4-402-3-1-12032023-1-1586,Dera Bugti,Balochistan,Rapeseed Mustard,Wheat,0.9974,0.0198,True
4-402-3-1-12032023-1-1612,Dera Bugti,Balochistan,Wheat,Rapeseed Mustard,0.9983,0.0135,True
4-402-3-1-13032023-1-1674,Dera Bugti,Balochistan,Wheat,Barseem,0.9991,0.0081,True
4-402-3-1-13032023-1-1698,Dera Bugti,Balochistan,Rapeseed Mustard,Wheat,0.9993,0.0066,True
4-402-3-1-13032023-1-1716,Dera Bugti,Balochistan,Rapeseed Mustard,Wheat,0.9976,0.0187,True
4-402-3-1-13032023-2-1640,Dera Bugti,Balochistan,Rapeseed Mustard,Wheat,0.9979,0.0169,True
4-402-3-1-13032023-2-1714,Dera Bugti,Balochistan,Rapeseed Mustard,Wheat,0.9995,0.0053,True
4-402-3-1-13032023-2-1746,Dera Bugti,Balochistan,Rapeseed Mustard,Wheat,0.999,0.0088,True
4-403-2-1-06032023-1-560,Jaffarabad,Balochistan,Rapeseed Mustard,Wheat,0.9995,0.0046,True
4-403-2-1-06032023-1-576,Jaffarabad,Balochistan,Rapeseed Mustard,Wheat,0.9991,0.0079,True
4-403-2-1-07032023-1-733,Jaffarabad,Balochistan,Rapeseed Mustard,Wheat,0.9993,0.0067,True
4-403-2-1-07032023-1-742,Jaffarabad,Balochistan,Rapeseed Mustard,Wheat,0.9993,0.0067,True
4-403-2-1-07032023-1-792,Jaffarabad,Balochistan,Rapeseed Mustard,Wheat,0.9985,0.0122,True
4-403-2-1-07032023-1-794,Jaffarabad,Balochistan,Rapeseed Mustard,Wheat,0.999,0.0083,True
4-403-2-1-08032023-1-1004,Jaffarabad,Balochistan,Rapeseed Mustard,Wheat,0.9993,0.0065,True
4-403-2-1-08032023-1-1005,Jaffarabad,Balochistan,Rapeseed Mustard,Wheat,0.9992,0.0073,True
4-403-2-1-08032023-1-885,Jaffarabad,Balochistan,Rapeseed Mustard,Wheat,0.9991,0.0082,True
4-403-2-1-08032023-1-969,Jaffarabad,Balochistan,Rapeseed Mustard,Wheat,0.9996,0.0042,True
4-403-2-1-09032023-1-1048,Jaffarabad,Balochistan,Rapeseed Mustard,Wheat,0.9973,0.0215,True
4-403-2-1-09032023-1-1058,Jhal Magsi,Balochistan,Wheat,Rapeseed Mustard,0.9978,0.0179,True
4-403-2-1-09032023-1-1091,Jhal Magsi,Balochistan,Rapeseed Mustard,Wheat,0.9975,0.0191,True
4-403-2-1-09032023-1-1115,Jhal Magsi,Balochistan,Rapeseed Mustard,Wheat,0.9986,0.0121,True
4-403-2-1-10032023-1-1331,Jhal Magsi,Balochistan,Barseem,Wheat,0.9978,0.0184,True
4-403-2-1-12032023-1-1571,Dera Bugti,Balochistan,Rapeseed Mustard,Wheat,0.998,0.0162,True
4-403-3-1-06032023-1-632,Jaffarabad,Balochistan,Wheat,Rapeseed Mustard,0.9996,0.0039,True
4-403-3-1-06032023-1-637,Jaffarabad,Balochistan,Rapeseed Mustard,Wheat,0.9981,0.015,True
4-403-3-1-07032023-1-694,Jaffarabad,Balochistan,Rapeseed Mustard,Wheat,0.9997,0.003,True
4-403-3-1-07032023-1-697,Jaffarabad,Balochistan,Rapeseed Mustard,Wheat,0.9993,0.0065,True
4-403-3-1-07032023-1-813,Jaffarabad,Balochistan,Rapeseed Mustard,Wheat,0.9989,0.0094,True
4-403-3-1-08032023-1-1011,Jaffarabad,Balochistan,Rapeseed Mustard,Wheat,0.9985,0.0118,True
4-403-3-1-08032023-1-954,Jaffarabad,Balochistan,Rapeseed Mustard,Wheat,0.9995,0.0044,True
4-403-3-1-08032023-1-996,Jaffarabad,Balochistan,Rapeseed Mustard,Wheat,0.9997,0.0032,True
4-404-3-1-09032023-1-1159,Jhal Magsi,Balochistan,Wheat,Rapeseed Mustard,0.9981,0.0148,True
4-404-3-1-11032023-1-1474,Jhal Magsi,Balochistan,Rapeseed Mustard,Wheat,0.9979,0.0167,True
4-404-3-1-11032023-1-1489,Jhal Magsi,Balochistan,Barseem,Wheat,0.9995,0.0046,True
4-404-3-1-11032023-1-1497,Jhal Magsi,Balochistan,Barseem,Wheat,0.9997,0.0035,True
4-404-3-1-11032023-2-1496,Jhal Magsi,Balochistan,Rapeseed Mustard,Wheat,0.9996,0.0038,True
4-404-3-1-12032023-1-1550,Dera Bugti,Balochistan,Rapeseed Mustard,Wheat,0.9994,0.0058,True
4-405-1-1-03032023-1-47,Kachhi,Balochistan,Wheat,Barseem,0.9992,0.0073,True
4-405-1-1-04032023-2-196,Kachhi,Balochistan,Wheat,Rapeseed Mustard,0.9999,0.0013,True
4-405-4-1-04032023-1-173,Kachhi,Balochistan,Wheat,Rapeseed Mustard,0.9999,0.0015,True
4-405-4-1-04032023-1-204,Kachhi,Balochistan,Wheat,Rapeseed Mustard,0.9998,0.002,True
4-406-1-1-16032023-2-2474,Khuzdar,Balochistan,Wheat,Rapeseed Mustard,0.9978,0.0169,True
4-406-1-1-17032023-1-2755,Khuzdar,Balochistan,Wheat,Rapeseed Mustard,0.9996,0.0036,True
4-406-1-1-17032023-2-2719,Khuzdar,Balochistan,Wheat,Barseem,0.9977,0.0183,True
4-406-1-1-18032023-1-2956,Khuzdar,Balochistan,Barseem,Wheat,0.9994,0.0057,True
4-406-1-1-18032023-2-2957,Khuzdar,Balochistan,Barseem,Wheat,0.9988,0.011,True
4-406-4-1-17032023-1-2778,Khuzdar,Balochistan,Wheat,Rapeseed Mustard,0.9992,0.0071,True
4-406-4-1-18032023-2-2992,Khuzdar,Balochistan,Wheat,Barseem,0.9975,0.0202,True
4-407-1-1-13032023-1-1641,Lasbela,Balochistan,Maize,Barseem,0.9977,0.018,True
4-407-1-1-13032023-1-1722,Lasbela,Balochistan,Wheat,Rapeseed Mustard,0.9997,0.0035,True
4-407-1-1-14032023-2-1848,Lasbela,Balochistan,Wheat,Rapeseed Mustard,0.998,0.0153,True
4-407-1-1-14032023-2-1893,Lasbela,Balochistan,Wheat,Rapeseed Mustard,0.9991,0.0084,True
4-407-1-1-14032023-2-1980,Lasbela,Balochistan,Maize,Wheat,0.9996,0.0037,True
4-407-4-1-13032023-1-1773,Lasbela,Balochistan,Wheat,Rapeseed Mustard,0.9992,0.0077,True
4-407-4-1-13032023-2-1695,Lasbela,Balochistan,Wheat,Rapeseed Mustard,0.9998,0.0025,True
4-407-4-1-14032023-1-1876,Lasbela,Balochistan,Wheat,Rapeseed Mustard,0.9991,0.008,True
4-407-4-1-14032023-1-1951,Lasbela,Balochistan,Maize,Wheat,0.9995,0.0047,True
4-407-4-1-14032023-1-2067,Lasbela,Balochistan,Wheat,Rapeseed Mustard,0.9979,0.018,True
4-407-4-1-14032023-2-1852,Lasbela,Balochistan,Wheat,Rapeseed Mustard,0.9993,0.0064,True
4-407-4-1-14032023-2-1866,Lasbela,Balochistan,Wheat,Barseem,0.9974,0.02,True
4-407-4-1-14032023-2-1867,Lasbela,Balochistan,Wheat,Rapeseed Mustard,0.9991,0.0084,True
4-407-4-1-15032023-1-2120,Lasbela,Balochistan,Wheat,Barseem,0.9994,0.0062,True
4-407-4-1-15032023-1-2153,Lasbela,Balochistan,Wheat,Barseem,0.9997,0.003,True
4-407-4-1-15032023-1-2156,Lasbela,Balochistan,Wheat,Barseem,0.9997,0.0029,True
4-407-4-1-15032023-1-2158,Lasbela,Balochistan,Wheat,Barseem,0.9986,0.0117,True
4-408-1-1-07032023-1-774,Nasirabad,Balochistan,Wheat,Rapeseed Mustard,0.9997,0.0033,True
4-408-1-1-10032023-1-1097,Nasirabad,Balochistan,Wheat,Barseem,0.9998,0.002,True
4-408-1-1-10032023-1-1410,Nasirabad,Balochistan,Wheat,Rapeseed Mustard,0.9995,0.0046,True
4-408-1-1-11032023-1-1572,Nasirabad,Balochistan,Wheat,Barseem,0.9993,0.0067,True
4-408-4-1-07032023-2-750,Nasirabad,Balochistan,Wheat,Rapeseed Mustard,0.9999,0.0015,True
4-408-4-1-08032023-1-857,Nasirabad,Balochistan,Wheat,Barseem,0.9999,0.0011,True
4-408-4-1-08032023-2-977,Nasirabad,Balochistan,Wheat,Rapeseed Mustard,0.9984,0.0132,True
4-408-4-1-10032023-1-1100,Nasirabad,Balochistan,Wheat,Barseem,0.9999,0.0012,True
4-408-4-1-10032023-1-1177,Nasirabad,Balochistan,Wheat,Barseem,0.9978,0.0171,True
4-408-4-1-10032023-1-1324,Nasirabad,Balochistan,Wheat,Barseem,0.9988,0.0101,True
4-408-4-1-11032023-2-1579,Nasirabad,Balochistan,Wheat,Barseem,0.9977,0.0185,True
4-409-2-1-05032023-1-410,Sibi,Balochistan,Wheat,Rapeseed Mustard,0.9993,0.0063,True
4-409-3-1-05032023-1-396,Sibi,Balochistan,Rapeseed Mustard,Wheat,0.9983,0.0144,True
4-409-3-1-05032023-1-405,Sibi,Balochistan,Wheat,Rapeseed Mustard,0.9988,0.0101,True
4-409-3-1-05032023-2-362,Sibi,Balochistan,Wheat,Rapeseed Mustard,0.9996,0.0037,True
4-409-3-1-06032023-1-465,Jaffarabad,Balochistan,Rapeseed Mustard,Wheat,0.9993,0.0064,True
4-410-4-1-06032023-1-370,Sohbatpur,Balochistan,Wheat,Rapeseed Mustard,0.9995,0.0046,True
4-410-4-1-06032023-1-452,Sohbatpur,Balochistan,Sugarcane,Wheat,0.9993,0.0066,True
4-410-4-1-06032023-2-489,Sohbatpur,Balochistan,Barseem,Rapeseed Mustard,0.9988,0.0102,True
