fold,OA,Weighted_F1,Macro_F1,Kappa
1,0.9023,0.9054,0.8114,0.7731
2,0.9437,0.9449,0.8645,0.8645
3,0.9163,0.9186,0.8447,0.8026
4,0.9055,0.9111,0.8201,0.7771
5,0.9236,0.9257,0.8496,0.8235
TEST,0.9254,0.9343,0.7286,0.6474
