fold,OA,Weighted_F1,Macro_F1,Kappa
1,0.9491,0.9494,0.8719,0.8512
2,0.9353,0.9341,0.8553,0.8124
3,0.9366,0.9351,0.8233,0.7894
4,0.9668,0.9667,0.9268,0.9172
5,0.9277,0.9268,0.8033,0.761
TEST,0.9381,0.9388,0.8317,0.851
