fold,OA,Weighted_F1,Macro_F1,Kappa
1,0.9484,0.948,0.8632,0.8474
2,0.939,0.9378,0.8632,0.8225
3,0.9394,0.9379,0.8302,0.7976
4,0.9651,0.9649,0.9215,0.9127
5,0.9292,0.9284,0.8077,0.7687
TEST,0.9401,0.941,0.8387,0.8571
